"Cites","id_old","Authors","authorCount","unknownCount","femaleCount","1st","2nd","3rd","4th","5th","last","allAuthors","Title","Year","Source","dataset","ArticleURL","Type","DOI","Abstract"
"n/a","NA","Muhammad Khizar Rafiq",1,0,0,0,"NA","NA","NA","NA",0,0,"A dilemma solved",2009,"n/a",0,"http://www.udyogsoftware.com/wp-content/uploads/2013/09/Cenvat-Credit-on-GTA-Service-A-Dilemma-Solved.pdf,http://casereports.bmj.com/content/2009/bcr.09.2008.0921.full,http://casereports.bmj.com/cgi/doi/10.1136/bcr.09.2008.0921,http://europepmc.org/articles/PMC3027321,http://europepmc.org/abstract/MED/21686560,http://casereports.bmj.com/lookup/doi/10.1136/bcr.09.2008.0921,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3027321/,http://casereports.bmj.com/content/2009/bcr.09.2008.0921,https://ncbi.nlm.nih.gov/pubmed/21686560,http://www.ncbi.nlm.nih.gov/pubmed/21686560,http://casereports.bmj.com/content/2009/bcr.09.2008.0921.abstract,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3027321/","Journal","n/a","A 63-year-old woman with severe symptomatic postural hypotension was treated unsuccessfully, and no underlying cause was found for 3 years until she was noted to have hypoalbuminaemia and proteinuria. A renal biopsy led to the diagnosis of amyloidosis. Despite being an established cause for autonomic neuropathy, amyloidosis was not suspected early enough. Although a diagnosis was reached and treatment started, the patient died as a complication of chemotherapy."
"n/a","NA","Andrew M. Sugden",1,0,0,0,"NA","NA","NA","NA",0,0,"A future for boreal forests",2016,"n/a",0,"http://science.sciencemag.org/content/352/6292/1421.1.e-letters,http://science.sciencemag.org/content/sci/352/6292/1421.1.full.pdf,http://science.sciencemag.org/content/352/6292/1421.1?rss=1,http://science.sciencemag.org/content/352/6292/1421.1.figures-only,http://science.sciencemag.org/content/352/6292/1421.1.abstract,http://science.sciencemag.org/content/352/6292/1421.1?et_rid=35380338&et_cid=564659,http://www.sciencemag.org/cgi/doi/10.1126/science.352.6292.1421-a,http://science.sciencemag.org/content/352/6292/1421.1","Journal","n/a","Forest Ecology![Figure][1] #N##N#Boreal forest and wetlands along the Labrador Coastal Drive, Canada#N##N#PHOTO: © ALL CANADA PHOTOS/ALAMY STOCK PHOTO#N##N#Conservation under climate change presents the challenge of predicting where will be suitable for particular organisms and ecological communities in"
"n/a","NA","Stephen Arnold,Zhenmao Wan,V. Kolchenko,V. R. Dantham,Stephen Holler",5,3,0,0,"NA","NA","NA",0,0,0,"A hybrid plasmonic whispering gallery mode sensor for single bionanoparticle detection",2013,"n/a",0,"http://proceedings.spiedigitallibrary.org/proceeding.aspx?articleid=1692352,http://proceedings.spiedigitallibrary.org/proceeding.aspx?doi=10.1117/12.2015506,https://nyuscholars.nyu.edu/en/publications/a-hybrid-plasmonic-whispering-gallery-mode-sensor-for-single-bion,http://proceedings.spiedigitallibrary.org/data/Conferences/SPIEP/74626/87220T.pdf,http://www.researchgate.net/profile/Stephen_Holler/publication/237052907_A_hybrid_plasmonic_whispering_gallery_mode_sensor_for_single_bionanoparticle_detection/links/00b49533dfde1df9ec000000.pdf?disableCoverPage=true,http://proceedings.spiedigitallibrary.org/pdfaccess.ashx?url=/data/conferences/spiep/74626/87220t.pdf","Conference","n/a","Our hybrid plasmonic whispering gallery mode biosensor has recently demonstrated detection and characterization of the smallest known RNA virus. A gold nanoparticle affixed to the resonator surface acts like a nanoscopic antenna, enhancing locally the electric field within the cavity mode. When a target analyte binds with this nanoscopic antenna the result is an enhanced response (spectral shift) of the resonator system to the binding event. We have observed shift enhancements  70× over the response of the bare resonator, thereby permitting the detection and characterization of all known viral particles and even some large protein molecules. © (2013) COPYRIGHT Society of Photo-Optical Instrumentation Engineers (SPIE). Downloading of the abstract is permitted for personal use only."
"n/a","NA","Sue Bowler",1,0,1,1,"NA","NA","NA","NA",1,1,"A life in maps; looking for life; books to give and books to keep.",2002,"n/a",0,"http://astrogeo.oxfordjournals.org/content/43/6/6.32.1.full.pdf+html?frame=sidebar,http://astrogeo.oxfordjournals.org/content/43/6/6.32.1.full.pdf,http://onlinelibrary.wiley.com/doi/10.1046/j.1468-4004.2002.43632.x/epdf,https://academic.oup.com/astrogeo/article-lookup/doi/10.1046/j.1468-4004.2002.43632.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1046/j.1468-4004.2002.43632.x,http://onlinelibrary.wiley.com/doi/10.1046/j.1468-4004.2002.43632.x/pdf,http://astrogeo.oxfordjournals.org/content/43/6/6.32.1.full.pdf+html,http://onlinelibrary.wiley.com/doi/10.1046/j.1468-4004.2002.43632.x/abstract,http://astrogeo.oxfordjournals.org/content/43/6/6.32.1.short","Journal","n/a","n/a"
"n/a","NA","Peter Jung,Guido H. Bruck,Shangbo Wang,Alexander Viessmann,Dong Xu,Ernest Scheiber,Christian Kocks",7,1,0,0,0,"NA",0,0,0,0,"A low-cost protocol and application for UWB localization",2009,"n/a",0,"http://ieeexplore.ieee.org/abstract/document/5288727,http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=5288727,http://ieeexplore.ieee.org/iel5/5273783/5288674/05288727.pdf,http://ieeexplore.ieee.org/xpl/abstractAuthors.jsp?reload=true&arnumber=5288727&contentType=Conference+Publications,http://ieeexplore.ieee.org/xpl/abstractKeywords.jsp?arnumber=5288727,http://ieeexplore.ieee.org/xpl/abstractKeywords.jsp?reload=true&arnumber=5288727,http://ieeexplore.ieee.org/xpl/abstractAuthors.jsp?reload=true&arnumber=5288727&,http://ieeexplore.ieee.org/xpl/abstractKeywords.jsp?reload=true&arnumber=5288727&punumber%3D5273783,http://ieeexplore.ieee.org/articleDetails.jsp?arnumber=5288727,http://ieeexplore.ieee.org/iel5/5273783/5288674/05288727.pdf?arnumber=5288727,http://ieeexplore.ieee.org/xpl/abstractKeywords.jsp?reload=true&arnumber=5288727&,http://ieeexplore.ieee.org/xpl/abstractKeywords.jsp?arnumber=5288727&contentType=Conference+Publications,http://yadda.icm.edu.pl/yadda/element/bwmeta1.element.ieee-000005288727,http://ieeexplore.ieee.org/document/5288727/,http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=5288727,http://ieeexplore.ieee.org/xpl/abstractAuthors.jsp?reload=true&arnumber=5288727&punumber%3D5273783,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?reload=true&arnumber=5288727&,http://ieeexplore.ieee.org/xpl/abstractAuthors.jsp?arnumber=5288727&contentType=Conference+Publications","Conference","n/a","Range Radio by Advanced Ultra-Wideband Radio Technology, FP7-ICT-215669, www.euwb.eu) project has been an industry-led initiative of twenty-one major industrial and excellent academic organizations from Europe and Israel who have been targeting innovative improvement, adaptation, integration and application of short-range Ultra-Wideband Radio Technology (UWB-RT). EUWB has effectively leveraged and significantly enhanced the scientific knowledge base in the advanced UWB-RT and has provided sophisticated new applications enabled by UWB and highly demanded in several European key industrial sectors such as home entertainment consumer electronics, automotive, public transportation, and heterogeneous cellular networks. It is anticipated that the efficient exploitation of cross-layer functionalities will fertilize the successful application of UWB technology. Within EUWB, major fields of this emerging challenge have been identified, such as the cognitive radio related Detect-And-Avoid (DAA) technology and the localization and tracking (LT) technology. An important aspect is to design an LT protocol. In this manuscript the authors will first illustrate the technical approach of EUWB, giving a brief overview of the project. Then, the authors will propose a novel LT protocol and application. This application is tailored to operate also with UWB devices that do not fully comply with the previously proposed LT schemes which need specific physical and medium access control layer functionalities."
"n/a","NA","Wei Wang,Diantong Liu",2,1,0,0,"NA","NA","NA","NA","NA",0,"A new type of neural network preisach model for hysteresis in piezoelectric actuator",2010,"n/a",0,"http://ieeexplore.ieee.org/xpl/abstractAuthors.jsp?reload=true&tp=&arnumber=5456521&contentType=Conference+Publications&openedRefinements%3D*%26pageNumber%3D7%26rowsPerPage%3D50%26queryText%3D%28robotic+car%29,http://ieeexplore.ieee.org/iel5/5450667/5456517/05456521.pdf?arnumber=5456521,http://ieeexplore.ieee.org/xpl/abstractAuthors.jsp?reload=true&tp=&arnumber=5456521&openedRefinements%3D*%26pageNumber%3D7%26rowsPerPage%3D100%26queryText%3D%28robotic+car%29,http://www.ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=05456521,http://ieeexplore.ieee.org/xpl/abstractKeywords.jsp?reload=true&arnumber=5456521&contentType=Conference+Publications,http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=5456521,http://ieeexplore.ieee.org/xpls/icp.jsp?arnumber=5456521,http://ieeexplore.ieee.org/xpl/abstractKeywords.jsp?reload=true&arnumber=5456521,http://ieeexplore.ieee.org/xpl/abstractAuthors.jsp?reload=true&arnumber=5456521,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?tp=&arnumber=5456521&contentType=Conference+Publications&openedRefinements%3D*%26pageNumber%3D7%26rowsPerPage%3D50%26queryText%3D%28robotic+car%29,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?reload=true&arnumber=5456521,http://ieeexplore.ieee.org/xpl/abstractKeywords.jsp?reload=true&tp=&arnumber=5456521&contentType=Conference+Publications&openedRefinements%3D*%26pageNumber%3D7%26rowsPerPage%3D50%26queryText%3D%28robotic+car%29,http://ieeexplore.ieee.org/xpl/abstractKeywords.jsp?reload=true&tp=&arnumber=5456521&openedRefinements%3D*%26pageNumber%3D7%26rowsPerPage%3D100%26queryText%3D%28robotic+car%29,http://ieeexplore.ieee.org/xpl/abstractAuthors.jsp?reload=true&arnumber=5456521&openedRefinements%3D*%26pageNumber%3D7%26rowsPerPage%3D100%26queryText%3D%28robotic+car%29,http://yadda.icm.edu.pl/yadda/element/bwmeta1.element.ieee-000005456521,http://ieeexplore.ieee.org/xpl/abstractAuthors.jsp?reload=true&tp=&arnumber=5456521&contentType=Conference+Publications&openedRefinements%3D*%26pageNumber%3D7%26rowsPerPage%3D100%26queryText%3D%28robotic+car%29,http://ieeexplore.ieee.org/document/5456521/,http://ieeexplore.ieee.org/xpl/abstractAuthors.jsp?reload=true&arnumber=5456521&contentType=Conference+Publications,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?reload=true&arnumber=5456521&contentType=Conference+Publications,http://dl.acm.org/citation.cfm?id=1843292.1843384,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=5456521,http://ieeexplore.ieee.org/articleDetails.jsp?arnumber=5456521,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?reload=true&tp=&arnumber=5456521&contentType=Conference+Publications&openedRefinements%3D*%26pageNumber%3D7%26rowsPerPage%3D100%26queryText%3D%28robotic+car%29,http://ieeexplore.ieee.org/xpl/abstractAuthors.jsp?reload=true&arnumber=5456521&openedRefinements%3D*%26pageNumber%3D7%26rowsPerPage%3D50%26queryText%3D%28robotic+car%29,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?reload=true&tp=&arnumber=5456521&openedRefinements%3D*%26pageNumber%3D7%26rowsPerPage%3D100%26queryText%3D%28robotic+car%29,http://ieeexplore.ieee.org/xpl/abstractKeywords.jsp?reload=true&arnumber=5456521&openedRefinements%3D*%26pageNumber%3D7%26rowsPerPage%3D100%26queryText%3D%28robotic+car%29,http://ieeexplore.ieee.org/abstract/document/5456521,http://ieeexplore.ieee.org/xpl/freeabs_all.jsp?arnumber=5456521,http://ieeexplore.ieee.org/xpl/abstractKeywords.jsp?reload=true&arnumber=5456521&openedRefinements%3D*%26pageNumber%3D7%26rowsPerPage%3D50%26queryText%3D%28robotic+car%29,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5456521,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=5456521&contentType=Conference+Publications,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?reload=true&tp=&arnumber=5456521&contentType=Conference+Publications&openedRefinements%3D*%26pageNumber%3D7%26rowsPerPage%3D50%26queryText%3D%28robotic+car%29,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5456521,http://ieeexplore.ieee.org/xpl/abstractKeywords.jsp?reload=true&tp=&arnumber=5456521&contentType=Conference+Publications&openedRefinements%3D*%26pageNumber%3D7%26rowsPerPage%3D100%26queryText%3D%28robotic+car%29,http://ieeexplore.ieee.org/iel5/5450667/5456517/05456521.pdf,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?tp=&arnumber=5456521&openedRefinements%3D*%26pageNumber%3D7%26rowsPerPage%3D100%26queryText%3D%28robotic+car%29,http://dl.acm.org/citation.cfm?id=1843384,http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=5456521,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?tp=&arnumber=5456521&contentType=Conference+Publications&openedRefinements%3D*%26pageNumber%3D7%26rowsPerPage%3D100%26queryText%3D%28robotic+car%29","Conference","n/a","A new neural network model to predict hysteresis output in piezoelectric actuator is presented. An improved Preisach operator description is given and analyzed in detail. The hysteresis model is implemented with a Neural Network Model to construct a classical Preisach model. The experiment results show the validity for predicting the output of hysteresis in the piezoelectric actuators."
"n/a","NA","Thierry Ameglio,Sébastien Forestier,Hervé Cochard",3,2,0,0,"NA","NA","NA","NA","NA",0,"A new validation of the Scholander pressure chamber technique based on stem diameter variations",2001,"n/a",0,"http://jxb.oxfordjournals.org/content/52/359/1361?cited-by=yesl52/359/1361,http://jxb.oxfordjournals.org/content/52/359/1361.short?related-urls=yesc52/359/1361,http://jxb.oxfordjournals.org/content/52/359/1361.full,https://academic.oup.com/jxb/article-lookup/doi/10.1093/jexbot/52.359.1361,http://jxb.oxfordjournals.org/content/52/359/1361.full.pdf+html?frame=sidebar,https://academic.oup.com/jxb/article-lookup/doi/10.1093/jxb/52.359.1361,http://www.ncbi.nlm.nih.gov/pubmed/11432955,http://jxb.oxfordjournals.org/content/52/359/1361.full?cited-by=yesl52/359/1361,http://jxb.oxfordjournals.org/content/52/359/1361.full?related-urls=yesl52/359/1361,http://jxb.oxfordjournals.org/content/52/359/1361.short?cited-by=yesr52/359/1361,http://jxb.oxfordjournals.org/content/52/359/1361.abstract?related-urls=yesl52/359/1361,http://jxb.oxfordjournals.org/content/52/359/1361.full.pdf,https://www.ncbi.nlm.nih.gov/pubmed/11432955,http://jxb.oxfordjournals.org/content/52/359/1361?cited-by=yesr52/359/1361,http://jxb.oxfordjournals.org/content/52/359/1361.abstract?cited-by=yesl52/359/1361,http://jxb.oxfordjournals.org/content/52/359/1361?related-urls=yesc52/359/1361,http://jxb.oxfordjournals.org/content/52/359/1361.abstract?cited-by=yesr52/359/1361,http://jxb.oxfordjournals.org/content/52/359/1361?related-urls=yesl52/359/1361,http://jxb.oxfordjournals.org/content/52/359/1361.short?related-urls=yesl52/359/1361,http://www.jstor.org/stable/23697042,http://jxb.oxfordjournals.org/content/52/359/1361.abstract,http://cat.inist.fr/?aModele=afficheN&cpsidt=1051007,http://jxb.oxfordjournals.org/content/52/359/1361.abstract?related-urls=yesc52/359/1361,http://jxb.oxfordjournals.org/content/52/359/1361.short?cited-by=yesl52/359/1361,http://www.jstor.org/stable/pdfplus/23697042.pdf,http://jxb.oxfordjournals.org/content/52/359/1361","Journal","n/a","The Scholander pressure chamber is one of the most widely used techniques for measuring plant water status. However, the technique has been the subject of recent controversies, and its validity awaits new experimental evidence. This paper presents a new test based on the analysis of the dependence on water potential difference (ΔΨ) of stem diameter variation (AD) in walnut (Juglans regia L.). The correlation between ΔΨ and AD was established (1) on transpiring potted trees, (2) on dehydrating cut branches, (3) by perfusing the xylem of branch segments with mannitol and sucrose solutions, and (4) by pressurizing segments in a pressure sleeve. The ΔΨ was respectively assessed with a pressure chamber (1, 2), a freezing point osmometer (3) and an air pressure transducer (4). A single relationship was established between ΔΨ (ranging from 0 to -2 MPa) and AD for all the experiments. This shows that the measured changes of water potential were correlated to similar modifications of water content in the stems, irrespective of the technique used to induce these changes, and therefore validates the pressure chamber technique and confirms the occurrence of large negative pressures in the xylem of walnut branches."
"n/a","NA","Zhengmin Zhang",1,1,"NA","NA","NA","NA","NA","NA","NA","NA","A note on extreme magnitudes of characteristic functions",2007,"n/a",0,"http://linkinghub.elsevier.com/retrieve/pii/S0167715207001484,http://econpapers.repec.org/article/eeestapro/v_3a77_3ay_3a2007_3ai_3a16_3ap_3a1641-1643.htm,https://ideas.repec.org/a/eee/stapro/v77y2007i16p1641-1643.html,http://www.sciencedirect.com/science/article/pii/S0167715207001484,http://cat.inist.fr/?aModele=afficheN&cpsidt=19108691,http://EconPapers.repec.org/RePEc:eee:stapro:v:77:y:2007:i:16:p:1641-1643","Journal","n/a","For T[set membership, variant]R,T[not equal to]0, let [Phi]T be the collection of characteristic functions [phi] such that [phi](T)=0. For t[set membership, variant]R define MT(t)=sup[phi][set membership, variant][Phi]T[phi](t). Obviously, MT(-t)=MT(t). Luo and Zhang [2005. An extremal problem for Fourier transforms of probabilities. C. R. Math. Acad. Sci. Paris 341, 293-296] found, explicitly, MT(t) for t[less-than-or-equals, slant]T. In this note it is shown that MT(t)=1 if t>T, completing the work of Luo and Zhang."
"n/a","NA","Huiliang Li,Ruisong Ye",2,2,"NA","NA","NA","NA","NA","NA","NA","NA","A Novel Image Scrambling and Watermarking Scheme Based on Cellular Automata",2008,"n/a",0,"http://dx.doi.org/10.1109/ISECS.2008.138,http://ieeexplore.ieee.org/articleDetails.jsp?arnumber=4606207,http://ieeexplore.ieee.org/xpl/abstractAuthors.jsp?reload=true&arnumber=4606207&punumber%3D4606003,https://www.computer.org/csdl/proceedings/isecs/2008/3258/00/3258a938-abs.html,http://ieeexplore.ieee.org/iel5/4606003/4606004/04606207.pdf?arnumber=4606207,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=4606207&punumber%3D4606003,http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=4606207,http://ieeexplore.ieee.org/xpl/freeabs_all.jsp?arnumber=4606207,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4606207,http://dl.acm.org/citation.cfm?id=1444840,http://yadda.icm.edu.pl/yadda/element/bwmeta1.element.ieee-000004606207,http://ieeexplore.ieee.org/iel5/4606003/4606004/04606207.pdf,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?reload=true&arnumber=4606207,http://ieeexplore.ieee.org/xpls/icp.jsp?arnumber=4606207,https://doi.org/10.1109/ISECS.2008.138,http://ieeexplore.ieee.org/document/4606207/,http://ieeexplore.ieee.org/xpl/abstractKeywords.jsp?reload=true&arnumber=4606207,http://ieeexplore.ieee.org/abstract/document/4606207,http://www.computer.org/csdl/proceedings/isecs/2008/3258/00/3258a938.pdf,http://dl.acm.org/citation.cfm?id=1444446.1444840,http://ieeexplore.ieee.org/xpl/abstractAuthors.jsp?reload=true&arnumber=4606207,http://doi.ieeecomputersociety.org/10.1109/ISECS.2008.138,http://www.computer.org/web/csdl/index/-/csdl/proceedings/isecs/2008/3258/00/3258a938.pdf,http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=4606207,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=4606207,http://dblp.uni-trier.de/db/conf/isecs/isecs2008.html#YeL08","Conference","n/a","The chaotic characteristics of cellular automata are analyzed simply and the fractal box dimensions of cellular automata are computed. Based on the box dimensions, one can choose chaotic cellular automata to scramble digital image as a pretreatment for the watermarking process. Experimental results show that watermark images embedded by this technique are robust against various attacks, such as noising, cropping, JPEG compression. The chaotic characteristics of cellular automata are rather well in the application field of digital images."
"n/a","NA","Ernst Schönbrunn,Nicholas J. Lawrence,Said M. Sebti,Sevil Ozcan,Riazul Alam,Yunting Luo,Roberta Pireddu,Harshani R. Lawrence,Jin-Yi Zhu,Mathew P. Martin",10,5,1,0,0,0,"NA","NA",0,0.2,"A Novel Mechanism by Which Small Molecule Inhibitors Induce the DFG Flip in Aurora A.",2012,"n/a",0,"http://www.rcsb.org/pdb/explore/explore.do?structureId=3UNJ,http://www.researchgate.net/profile/Jinyi_Zhu/publication/221750536_A_Novel_Mechanism_by_Which_Small_Molecule_Inhibitors_Induce_the_DFG_Flip_in_Aurora_A/links/5564888008aec4b0f4858b55.pdf?disableCoverPage=true,http://pubs.acs.org/doi/full/10.1021/cb200508b?src=recsys,http://www.rcsb.org/pdb/explore/explore.do?pdbId=3UO5,http://europepmc.org/articles/PMC4429595?pdf=render,http://www.rcsb.org/pdb/explore/explore.do?pdbId=3UOL,http://www.rcsb.org/pdb/explore/explore.do?structureId=3UOD,http://www.rcsb.org/pdb/explore/explore.do?structureId=3UOL,http://www.rcsb.org/pdb/explore.do?structureId=3UO4,http://pubs.acs.org/doi/abs/10.1021/cb200508b,http://www.rcsb.org/pdb/explore/explore.do?pdbId=3UOK,http://www.rcsb.org/pdb/explore.do?structureId=3UNZ,http://www.rcsb.org/pdb/explore.do?structureId=3UP2,https://www.ncbi.nlm.nih.gov/pubmed/22248356,http://pubs.acs.org/doi/abs/10.1021/cb200508b?src=recsys,http://www.rcsb.org/pdb/explore.do?structureId=3UO5,http://www.rcsb.org/pdb/explore/explore.do?pdbId=3UOJ,http://www.ncbi.nlm.nih.gov/pubmed/22248356,http://www.rcsb.org/pdb/explore.do?structureId=3UNJ,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4429595/,http://www.rcsb.org/pdb/explore.do?structureId=3UOD,http://www.rcsb.org/pdb/explore/explore.do?structureId=3UNZ,http://www.rcsb.org/pdb/explore.do?structureId=3UOJ,http://europepmc.org/articles/PMC4429595,http://europepmc.org/abstract/MED/22248356,http://www.rcsb.org/pdb/explore/explore.do?pdbId=3UOH,http://www.rcsb.org/pdb/explore/explore.do?structureId=3UO4,http://www.rcsb.org/pdb/explore/explore.do?structureId=3UNK,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4429595/,http://www.rcsb.org/pdb/explore/explore.do?pdbId=3UOD,http://www.rcsb.org/pdb/explore.do?structureId=3UOL","Journal","n/a","Most protein kinases share a DFG (Asp-Phe-Gly) motif in the ATP site which can assume two distinct conformations, the active DFG-in and the inactive DFG-out states. Small molecule inhibitors able to induce the DFG-out state have received considerable attention in kinase drug discovery. Using a typical DFG-in inhibitor scaffold of Aurora A, a kinase involved in the regulation of cell division, we found that halogen and nitrile substituents directed at the N-terminally flanking residue Ala273 induced global conformational changes in the enzyme, leading to DFG-out inhibitors that are among the most potent Aurora A inhibitors reported to date. The data suggest an unprecedented mechanism of action, in which induced-dipole forces along the Ala273 side chain alter the charge distribution of the DFG backbone, allowing the DFG to unwind. As the ADFG sequence and three-dimensional structure is highly conserved, DFG-out inhibitors of other kinases may be designed by specifically targeting the flanking alanine residue with electric dipoles."
"n/a","NA","Hala S. Own,Mohammed Almulla,Hamdi Yahyaoui",3,0,1,1,0,0,"NA","NA",0,0.3333333333,"A novel non-functional matchmaking approach between fuzzy user queries and real world web services based on rough sets",2014,"n/a",0,"http://dx.doi.org/10.1016/j.future.2013.12.033,http://dblp.uni-trier.de/db/journals/fgcs/fgcs35.html#YahyaouiAO14,http://linkinghub.elsevier.com/retrieve/pii/S0167739X13002975,http://dl.acm.org/citation.cfm?id=2592315.2592671,http://dl.acm.org/citation.cfm?id=2592671,https://doi.org/10.1016/j.future.2013.12.033,http://www.sciencedirect.com/science/article/pii/S0167739X13002975","Journal","n/a","We propose in this paper a novel matchmaking approach between fuzzy user queries and real world Web services. The matchmaking spans over a domain dependent classification step that produces fuzzy classification rules for Web services. The elaborated rules leverage a core set of non-functional quality attributes, which is extracted using rough sets theory. Furthermore, these rules are leveraged to classify Web services into categories, which allows reducing the matchmaking space. The experimental results show that our proposed matchmaking approach provides good results in terms of efficiency and precision."
"n/a","NA","Christopher Hulme,Justin Dietrich,Muhammad Ayaz",3,0,0,0,0,0,"NA","NA",0,0,"A novel route to synthesize libraries of quinoxalines via Petasis methodology in two synthetic operations",2011,"n/a",0,"https://www.ncbi.nlm.nih.gov/pubmed/21987596,http://www.ncbi.nlm.nih.gov/pubmed/21987596,https://arizona.pure.elsevier.com/en/publications/a-novel-route-to-synthesize-libraries-of-quinoxalines-via-petasis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3189012/,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3189012/,http://europepmc.org/articles/PMC3189012?pdf=render,http://www.sciencedirect.com/science/article/pii/S0040403911010896,http://linkinghub.elsevier.com/retrieve/pii/S0040403911010896,https://www.sciencedirect.com/science/article/pii/S0040403911010896,http://europepmc.org/articles/PMC3189012,http://europepmc.org/abstract/MED/21987596","Journal","n/a","This Letter reveals an innovative and facile procedure to prepare quinoxalines in two synthetic steps. The microwave assisted Petasis reaction is followed by the acid mediated unmasking of an internal amino nucleophile, cyclodehydration and oxidation to give collections of quinoxalines in good to excellent yields."
"n/a","NA","Juanjuan Sun,Jin Zhang,Maoyou Xu,Zhiqiang Shi,Chuanwei Yin,Xue Wu",6,4,0,"NA",0,"NA","NA","NA",0,0,"A novel substitution reaction of perylene bisimides with Ph2PLi at the α-position",2010,"n/a",0,"http://pubs.rsc.org/en/content/articlepdf/2010/nj/b9nj00364a,http://pubs.rsc.org/en/Content/ArticleLanding/2010/NJ/B9NJ00364A,http://pubs.rsc.org/en/content/articlelanding/2010/nj/b9nj00364a/unauth,http://pubs.rsc.org/en/Content/ArticleLanding/NJ/2010/B9NJ00364A#!divAbstract,http://pubs.rsc.org/en/content/articlelanding/2010/nj10.1039/b9nj00364a#!,http://xlink.rsc.org/?DOI=B9NJ00364A,http://pubs.rsc.org/en/Content/ArticleLanding/NJ/2010/B9NJ00364A,http://pubs.rsc.org/en/content/articlelanding/2010/nj/b9nj00364a/unauth#!,http://pubs.rsc.org/en/content/articlelanding/2010/nj10.1039/b9nj00364a,http://pubs.rsc.org/en/Content/ArticleLanding/2010/NJ/B9NJ00364A#!divAbstract,http://pubs.rsc.org/en/content/articlelanding/2010/nj/b9nj00364a/unauth#!divAbstract,http://cat.inist.fr/?aModele=afficheN&cpsidt=22290161,http://pubs.rsc.org/en/Content/ArticleLanding/NJ/2010/B9NJ00364A#!,http://pubs.rsc.org/en/Content/ArticleLanding/2010/NJ/B9NJ00364A#!","Journal","n/a","A novel substitution reaction of perylene bisimides has been developed. The Ph2PO group was attached to the PBI core at the α-position instead of the usual bay position. This substitution kept the high fluorescence of the PBI dyes and caused the adjacent proton at the bay position and a tertiary proton at the cyclohexyl group to be shifted significantly in the 1H-NMR spectra."
