AuthorIds,AuthorNames,AuthorOrders,AuthorPapers,FoSNames,FoSPaperCounts,FoSCiteCounts,DisplayName,NormalizedName,PaperId,Rank,Doi,DocType,JournalId,ConferenceInstanceId,OriginalTitle,Year,Date,Publisher,ReferenceCount,CitationCount,EstimatedCitation,URLs,IndexedAbstract,AuthorIdsOrder,AuthorNamesOrder
2678104154; 2111850526; 1607743899; 2738545970; 1721387821; 2114948850; 1253136912,Daniele de Rigo; Margherita Di Leo; Dario Rodriguez Aseretto; Daniel McInerney; Jesús San-Miguel-Ayanz; Paolo Corti; Andrea Camia,3; 2; 1; 5; 7; 4; 6,29; 9; 3; 16; 63; 7; 83,software deployment; data mining; underpinning; open science; complex systems; software; exploit; systems engineering; geospatial analysis; engineering; information system,107863; 945182; 14559; 3499; 52382; 601704; 56179; 647787; 20993; 15593754; 245246,791367; 8292622; 166836; 12541; 907624; 4391816; 705490; 3347311; 126625; 46053911; 1981683,,,1860343542,23826,,,,,Free and open source software underpinning the european forest data centre,2013,2013-01-01T00:00:00.0000000,"University Library of Munich, Germany",0,0,0,https://ideas.repec.org/p/pra/mprapa/44121.html,"Excerpt: Worldwide, governments are growingly focusing on free and open source software (FOSS) as a move toward transparency and the freedom to run, copy, study, change and improve the software. The European Commission (EC) is also supporting the development of FOSS [...]. In addition to the financial savings, FOSS contributes to scientific knowledge freedom in computational science (CS) and is increasingly rewarded in the science-policy interface within the emerging paradigm of open science. Since complex computational science applications may be affected by software uncertainty, FOSS may help to mitigate part of the impact of software errors by CS community- driven open review, correction and evolution of scientific code. The continental scale of EC science-based policy support implies wide networks of scientific collaboration. Thematic information systems also may benefit from this approach within reproducible integrated modelling. This is supported by the EC strategy on FOSS: ""for the development of new information systems, where deployment is foreseen by parties outside of the EC infrastructure, [F]OSS will be the preferred choice and in any case used whenever possible"". The aim of this contribution is to highlight how a continental scale information system may exploit and integrate FOSS technologies within the transdisciplinary research underpinning such a complex system. A European example is discussed where FOSS innervates both the structure of the information system itself and the inherent transdisciplinary research for modelling the data and information which constitute the system content. [...]",1607743899; 2111850526; 2678104154; 2114948850; 2738545970; 1253136912; 1721387821,Dario Rodriguez Aseretto; Margherita Di Leo; Daniele de Rigo; Paolo Corti; Daniel McInerney; Andrea Camia; Jesús San-Miguel-Ayanz
2783030090; 2783243990; 2783293423; 2783369134; 2783420322; 2783458853; 2783757362; 2783016627; 2782877608; 2783934840; 2783967562; 2784064872; 2784167987; 2784207990; 2784216418; 2784199809; 2782717544; 2783823557; 2783183856; 2783534722; 2783426024; 2783740932; 2784298933; 2782954868; 2784234291; 2784006331; 2783742003; 2784200377; 2783550689; 2784104055; 2784083031; 2783791541; 2783797097; 2783979457; 2783969853; 2783207029; 2783183733; 2783127581; 2783040450; 2782995102; 2782991635; 2783455934; 2782945844; 2783528775; 2783460355; 2782887627; 2782865731; 2783998095; 2783991682; 2783951532; 2784209121; 2783571530; 2784108762; 2783908281; 2783463206; 2783477877; 2783225748; 2782704454; 2783189400; 2782757805; 2783819795; 2782789397; 2784071913; 2784076915; 2782956552; 2783106297; 2782872302; 2783435302; 2783588265; 2783726332; 2783730190; 2783777407; 2783972016; 2783983750; 2784090217; 2782600574; 2782656243; 2784089575; 2782783613; 2782555229; 2782886171; 2782888940; 2782934772; 2782584679; 2782737836; 2782760358; 2782831710; 2783613855; 2784036990; 2784322631; 2782877979; 2784264124; 2782913459; 2783915444; 2783785222; 2782549834; 2782566994; 2783730819; 2783333586; 2783561370; 2783529853; 2782579380; 2784180284; 2783557331; 2782723072; 2783507667; 2782923119; 2782928175; 2782690566; 2783313773; 2782934219; 2782768876; 2782961336; 2783345273; 2782962336; 2783360646; 2783521978; 2784146163; 2783512148; 2784111336; 2783162481; 2784092385; 2783198607; 2784023092; 2783469375; 2783262980; 2783382476; 2783836218; 2783782341; 2783616129; 2783453011; 2782570255; 2783275753; 2782594762; 2783296467; 2783588553,M. de Val-Borro; N. S. Kern; N. Earl; J. P. Greco; A. Jain; Z. Ma; M. Bachetti; T. Jenness; E. M. Bray; S. Oh; G. Kanarek; J. T. VanderPlas; R. T. Fox; H. M. Günther; G. Barentsen; A. V. Bakanov; M. T. Silbiger; A. de la Vega; D. Muna; M. Cara; P. Teuben; L. L. Watkins; P. Barmby; J. Sabater; J. Sick; N. Parley; S. Cheedella; T. Finethy; J. P. Ninan; B. A. Weaver; B. M. Sipőcz; J. Woillez; V. Reddy Janga; M. W. Craig; L. Hu; A. Hagen; L. P. Singer; D. Homeier; J. X. Prochaska; S. Kendrew; N. A. Murphy; J. K. Parejko; S. Montagnac; J. L. Cano Rodríguez; T. Erben; H. Breytenbach; D. J. Burke; B. M. Morris; G. H. Nguyen; A. Lee; A. M. Groener; K. L. Cruz; M. Mastropietro; H. Buddelmeijer; N. Dencheva; J. V. M. Cardoso; J. King; L. G. Bouma; S. Nelson; W. E. Kerzendorf; D. L. Shupe; K. A. Bostroem; C. Deil; V. Zabalza; S. Pascual; Y. Copin; A. J. Horton; J. P. Dietrich; D. M. Macleod; M. Seifert; F. Grollier; S. L. J. Gibbons; É. Depagne; R. Patil; A. A. Patil; M. Mueller; E. J. Tollerud; H. Sherwood-Taylor; A. Ginsburg; K. L. Berry; S. Singanamalla; L. H. Garrison; M. H. van Kerkwijk; P. Greenfield; A. Donath; J. E. H. Turner; G. Hosseinzadeh; S. Fabbro; A. Y. Shih; T. P. Robitaille; A. Baumbach; P. L. Lim; D. Crichton; Ž. Ivezić; D. A. Goldstein; A. L. Plunkett; M. Boquien; L. D. Bradley; G. B. Brammer; S. W. Thomas; D. Kirkby; S. P. Littlefair; D. DÁvella; A. M. Price-Whelan; C. Ardelean; A. M. Kulkarni; F. Biscani; S. J. Mumford; M. Nöthe; P. Sakurikar; S. Conseil; S. M. Crawford; O. Streicher; R. Gommers; C. McCully; A. Khvalko; M. Droettboom; T. Rastogi; K. A. Sooley; S. P. Bamford; P. H. Sladen; L. A. Ferreira; J. S. Hunkeler; A. Kumar; S. Ogaz; D. Lenz; D. Pérez-Suárez; J. B. Whitmore; T. L. Aldcroft; V. Terrón; G. R. Tremblay; G. Calderone; T. Babej; P. Hirst; L. E. Sherbert; S. Sornarajah,14; 76; 50; 60; 72; 86; 21; 73; 33; 101; 74; 11; 55; 3; 24; 22; 118; 131; 94; 39; 125; 132; 25; 111; 117; 103; 41; 54; 98; 133; 2; 135; 110; 8; 69; 64; 120; 66; 108; 75; 95; 102; 90; 38; 51; 34; 36; 91; 97; 83; 62; 16; 88; 35; 9; 40; 79; 31; 96; 77; 7; 30; 45; 136; 104; 42; 67; 47; 87; 113; 63; 57; 46; 105; 106; 92; 18; 115; 10; 27; 119; 56; 130; 61; 48; 128; 68; 52; 116; 17; 26; 4; 43; 71; 58; 107; 29; 12; 32; 126; 80; 85; 44; 1; 19; 81; 28; 93; 99; 112; 6; 5; 124; 59; 89; 78; 49; 109; 122; 23; 121; 53; 70; 82; 100; 84; 13; 134; 15; 129; 127; 37; 20; 65; 114; 123,1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1,systems engineering; physics; software; astronomy; python; open science,647787; 7412314; 601704; 873591; 11151; 3499,3347311; 67010517; 4391816; 8445528; 126649; 12541,arXiv: Instrumentation and Methods for Astrophysics,arxiv instrumentation and methods for astrophysics,2782784121,24125,,,2596326592.0,,"The Astropy Project: Building an inclusive, open-science project and status of the v2.0 software",2018,2018-01-08T00:00:00.0000000,,4,0,0,http://export.arxiv.org/abs/1801.02634; https://au.arxiv.org/abs/1801.02634; https://arxiv.org/abs/1801.02634v1; https://128.84.21.199/abs/1801.02634; https://scirate.com/arxiv/1801.02634; https://uk.arxiv.org/abs/1801.02634; https://ru.arxiv.org/abs/1801.02634; http://arxiv.org/pdf/1801.02634.pdf; https://it.arxiv.org/abs/1801.02634; https://fr.arxiv.org/abs/1801.02634,"The Astropy project supports and fosters the development of open-source and openly-developed Python packages that provide commonly-needed functionality to the astronomical community. A key element of the Astropy project is the core package Astropy, which serves as the foundation for more specialized projects and packages. In this article, we provide an overview of the organization of the Astropy project and summarize key features in the core package as of the recent major release, version 2.0. We then describe the project infrastructure designed to facilitate and support development for a broader ecosystem of inter-operable packages. We conclude with a future outlook of planned new features and directions for the broader Astropy project.",2783557331; 2782783613; 2783469375; 2783934840; 2783455934; 2784006331; 2782956552; 2783983750; 2784090217; 2782549834; 2783040450; 2784146163; 2784064872; 2783797097; 2782954868; 2783313773; 2783726332; 2783296467; 2784089575; 2784036990; 2784234291; 2782717544; 2782886171; 2783730819; 2783183733; 2783162481; 2783512148; 2783588553; 2782961336; 2783426024; 2783561370; 2783453011; 2782760358; 2783616129; 2783382476; 2782934772; 2783823557; 2783740932; 2784104055; 2783836218; 2783791541; 2784076915; 2783030090; 2783782341; 2783571530; 2784322631; 2782656243; 2782723072; 2784083031; 2783275753; 2783757362; 2784199809; 2784111336; 2784216418; 2784298933; 2782877979; 2782555229; 2782923119; 2782566994; 2784207990; 2782789397; 2782704454; 2783333586; 2782877608; 2782887627; 2783908281; 2782865731; 2782570255; 2783528775; 2783534722; 2784264124; 2783477877; 2783742003; 2783106297; 2782913459; 2784180284; 2784071913; 2783972016; 2783435302; 2782737836; 2783521978; 2782768876; 2783293423; 2783460355; 2783613855; 2784092385; 2784200377; 2784167987; 2782888940; 2783777407; 2783785222; 2783345273; 2782934219; 2783369134; 2782584679; 2784209121; 2783730190; 2783207029; 2782594762; 2783127581; 2782872302; 2782831710; 2783969853; 2783819795; 2783198607; 2783915444; 2783420322; 2783016627; 2783967562; 2782995102; 2783243990; 2782757805; 2783360646; 2783225748; 2783979457; 2783529853; 2783507667; 2784023092; 2783951532; 2783262980; 2782579380; 2783458853; 2783588265; 2784108762; 2782962336; 2783463206; 2782945844; 2783998095; 2782600574; 2782928175; 2783183856; 2782991635; 2783189400; 2783991682; 2783550689; 2782690566,A. M. Price-Whelan; A. Ginsburg; S. Ogaz; S. Oh; J. K. Parejko; N. Parley; S. Pascual; R. Patil; A. A. Patil; A. L. Plunkett; J. X. Prochaska; T. Rastogi; J. T. VanderPlas; V. Reddy Janga; J. Sabater; P. Sakurikar; M. Seifert; L. E. Sherbert; H. Sherwood-Taylor; A. Y. Shih; J. Sick; M. T. Silbiger; S. Singanamalla; L. D. Bradley; L. P. Singer; P. H. Sladen; K. A. Sooley; S. Sornarajah; O. Streicher; P. Teuben; S. W. Thomas; G. R. Tremblay; J. E. H. Turner; V. Terrón; D. Pérez-Suárez; M. H. van Kerkwijk; A. de la Vega; L. L. Watkins; B. A. Weaver; J. B. Whitmore; J. Woillez; V. Zabalza; M. de Val-Borro; T. L. Aldcroft; K. L. Cruz; T. P. Robitaille; E. J. Tollerud; C. Ardelean; B. M. Sipőcz; T. Babej; M. Bachetti; A. V. Bakanov; S. P. Bamford; G. Barentsen; P. Barmby; A. Baumbach; K. L. Berry; F. Biscani; M. Boquien; H. M. Günther; K. A. Bostroem; L. G. Bouma; G. B. Brammer; E. M. Bray; H. Breytenbach; H. Buddelmeijer; D. J. Burke; G. Calderone; J. L. Cano Rodríguez; M. Cara; P. L. Lim; J. V. M. Cardoso; S. Cheedella; Y. Copin; D. Crichton; D. DÁvella; C. Deil; É. Depagne; J. P. Dietrich; A. Donath; M. Droettboom; S. M. Crawford; N. Earl; T. Erben; S. Fabbro; L. A. Ferreira; T. Finethy; R. T. Fox; L. H. Garrison; S. L. J. Gibbons; D. A. Goldstein; R. Gommers; S. Conseil; J. P. Greco; P. Greenfield; A. M. Groener; F. Grollier; A. Hagen; P. Hirst; D. Homeier; A. J. Horton; G. Hosseinzadeh; L. Hu; D. L. Shupe; J. S. Hunkeler; Ž. Ivezić; A. Jain; T. Jenness; G. Kanarek; S. Kendrew; N. S. Kern; W. E. Kerzendorf; A. Khvalko; J. King; M. W. Craig; D. Kirkby; A. M. Kulkarni; A. Kumar; A. Lee; D. Lenz; S. P. Littlefair; Z. Ma; D. M. Macleod; M. Mastropietro; C. McCully; N. Dencheva; S. Montagnac; B. M. Morris; M. Mueller; S. J. Mumford; D. Muna; N. A. Murphy; S. Nelson; G. H. Nguyen; J. P. Ninan; M. Nöthe
2513827664,Teresa Święćkowska,1,1,engineering; almost all; public administration; open science; german; scholarly communication,15593754; 136255; 1226328; 3499; 186841; 7681,46053911; 2485270; 3307771; 12541; 665867; 36430,,,1503892336,25127,,,,,Open Access w Niemczech,2012,2012-06-26T00:00:00.0000000,"Polish Librarians Association, Warsaw, http://www.sbp.pl/en",1,0,0,http://eprints.rclis.org/17951/; http://yadda.icm.edu.pl/yadda/element/bwmeta1.element.desklight-04ff3b60-8783-4028-aba1-29196c348091,"Thesis/Aim - The article reviews the state of Open Access development in Germany. It presents OA policies and selected cases illustrating how these policies are implemented. Methods - Analysis of scientific articles, conference proceedings, and primary sources like documentations of OA projects and initiatives and correspondence with selected German institutions supporting Open Access. Conclusions - In Germany almost all most important scientific institutions support the development of both Open Access models, both the green way and the golden way. All German OA mandates are soft mandates which request rather than require self-archiving. They are implemented by the development of repository infrastructure and by financial support for publications. German OA advocates believe that the development of green way OA can be accelerated by changes in copyright law.",2513827664,Teresa Święćkowska
2637941895; 2188788244; 2304949603; 2142451846,Marcelo Maina; Cristina Stefanelli; Ilaria Mascitti; Cristobal Cobo,4; 3; 2; 1,1; 2; 7; 25,lifelong learning; government; latin americans; open educational practices; media studies; open science; environmental protection; open educational resources; higher education; geography; information literacy,28878; 888701; 97940; 198; 942434; 3499; 478549; 6517; 483940; 3901913; 36275,142333; 4765851; 504924; 953; 652636; 12541; 1863129; 7925; 3102019; 5931280; 137031,,,2138234399,22131,,,,,OportUnidad - Open Educational Practices: A Bottom-Up Approach in Latin America and Europe to Develop a Common Higher Education Area,2012,2012-04-04T00:00:00.0000000,The Open University,0,0,0,http://r-libre.teluq.ca/707/; https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2100437,"This paper draws on the OportUnidad project co-funded with support by the European Commission under the EuropeAidALFA III Programme. OportUnidad multi-actors include twelve Universities from Europe and Latin America (Bolivia, Brazil, Colombia, Costa Rica, Ecuador, Italy, Mexico, Peru, Portugal, Spain, United Kingdom, Uruguay). European partners involved are: Universita degli Studi Guglielmo Marconi (coordinator, Italy), Universitat Oberta de Catalunya (Spain), University of Lisbon (Portugal), University of Oxford (UK). The OportUnidad project explores the adoption of strategies and channels that embrace the principles of openness and reusability within the context of educational institutions. The project intends to foster the adoption and pilot of open educational practices (OEP), OCW and OER in Latin America as a bottom-up approach to develop a common Higher Education Area. The initiative also opens the possibility to provide free educational resources for self-learners, in terms of informal and lifelong learning.",2142451846; 2304949603; 2188788244; 2637941895,Cristobal Cobo; Ilaria Mascitti; Cristina Stefanelli; Marcelo Maina
2709378307; 2636106820; 2621315869; 2695102511; 2527153513; 2627378019,矢吹 裕伯; 山地 一禎; 金尾 政紀; 村山 泰啓; 照井 健志; 南山 泰之,4; 5; 6; 3; 2; 1,3; 2; 1; 3; 3; 4,computer science; open science; world wide web; information retrieval; information repository,9965937; 3499; 638747; 325967; 8760,67146656; 12541; 2286559; 2419099; 70782,Journal of Information Processing and Management,journal of information processing and management,2620766340,24472,10.1241/johokanri.60.147,,114875548.0,,データジャーナル『Polar Data Journal』創刊の取り組み：極域科学データの新たな公開体制構築に向けて,2017,2017-06-01T00:00:00.0000000,国立研究開発法人 科学技術振興機構,2,0,0,http://altmetrics.ceek.jp/article/www.jstage.jst.go.jp/article/johokanri/60/3/60_147/_article/-char/ja/; https://www.jstage.jst.go.jp/article/johokanri/60/3/60_147/_html/-char/ja/; https://www.jstage.jst.go.jp/article/johokanri/60/3/60_147/_pdf; http://ci.nii.ac.jp/naid/130005685294,,2627378019; 2527153513; 2695102511; 2709378307; 2636106820; 2621315869,南山 泰之; 照井 健志; 村山 泰啓; 矢吹 裕伯; 山地 一禎; 金尾 政紀
2593189260,Sneha Kulkarni,1,231,public engagement; science communication; political science; public relations; open science,9092; 8955; 3898535; 1188794; 3499,55583; 69968; 9001673; 8031662; 12541,Editage Insights,editage insights,2194433391,25102,,,2764665971.0,,Let's talk science: Why researchers ought to reach out to the public,2015,2015-10-12T00:00:00.0000000,,0,0,0,https://www.editage.com/insights/lets-talk-science-why-researchers-ought-to-reach-out-to-the-public,,2593189260,Sneha Kulkarni
2741312048; 2081538865; 2740267712; 2741153153; 2208157607; 2787483045; 1969205032; 2735675035; 291762745,Bree Norlander; Juan Pablo Alperin; Lisa Matthias; Ashley Farley; Jason Priem; Jevin D. West; Heather A. Piwowar; Stefanie Haustein; Vincent Larivière,6; 4; 5; 7; 2; 8; 1; 9; 3,1; 26; 1; 1; 21; 28; 39; 6; 261,ecology; citation; medicine; raw data; bibliometrics; scientometrics; scale analysis; library science; scholarly communication; open science; citation impact; family medicine,1819807; 58649; 24337520; 28875; 10125; 3991; 2536; 986947; 7681; 3499; 987; 1376081,34175737; 279857; 212406322; 340812; 111892; 42700; 30036; 839923; 36430; 12541; 16588; 7299050,PeerJ,peerj,2741809807,20394,10.7287/peerj.preprints.3119v1,,1983995261.0,,The State of OA: A large-scale analysis of the prevalence and impact of Open Access articles,2017,2017-08-02T00:00:00.0000000,PeerJ Inc.,0,5,5,https://peerj.com/preprints/3119/; https://peerj.com/preprints/3119.pdf,"This is the raw data behind the publication: 

 The State of OA: A large-scale analysis of the prevalence and impact of Open Access articles. 

Despite growing interest in Open Access (OA) to scholarly literature, there is an unmet need for large-scale, up-to-date, and reproducible studies assessing the prevalence and characteristics of OA. We address this need using oaDOI, an open online service that determines OA status for 67 million articles. We use three samples, each of 100,000 articles, to investigate OA in three populations: 1) all journal articles assigned a Crossref DOI, 2) recent journal articles indexed in Web of Science, and 3) articles viewed by users of Unpaywall, an open-source browser extension that lets users find OA articles using oaDOI. We estimate that at least 28% of the scholarly literature is OA (19M in total) and that this proportion is growing, driven particularly by growth in Gold and Hybrid. The most recent year analyzed (2015) also has the highest percentage of OA (45%). Because of this growth, and the fact that readers disproportionately access newer articles, we find that Unpaywall users encounter OA quite frequently: 47% of articles they view are OA. Notably, the most common mechanism for OA is not Gold, Green, or Hybrid OA, but rather an under-discussed category we dub Bronze: articles made free-to-read on the publisher website, without an explicit Open license.  We also examine the citation impact of OA articles, corroborating the so-called open-access citation advantage: accounting for age and discipline, OA articles receive 18% more citations than average, an effect driven primarily by Green and Hybrid OA. We encourage further research using the free oaDOI service, as a way to inform OA policy and practice.",1969205032; 2208157607; 291762745; 2081538865; 2740267712; 2741312048; 2741153153; 2787483045; 2735675035,Heather A. Piwowar; Jason Priem; Vincent Larivière; Juan Pablo Alperin; Lisa Matthias; Bree Norlander; Ashley Farley; Jevin D. West; Stefanie Haustein
620826715,Alessandro Delfanti,1,28,sociology; hacker; wonder; contemporary society; ethos; digital media; entrepreneurship; open science; social science; cultural system,3920944; 11064; 16480; 10971; 17629; 25193; 87632; 3499; 1849654; 3163,17729584; 50785; 68947; 82116; 98083; 117453; 816303; 12541; 12646096; 32570,Tecnoscienza : Italian Journal of Science & Technology Studies,tecnoscienza italian journal of science & technology studies,1554059095,22849,,,2736831822.0,,Geni ribelli. La scienza aperta nell'immagine pubblica di due biologi,2014,2014-01-04T00:00:00.0000000,,0,0,0,http://www.tecnoscienza.net/index.php/tsj/article/view/160; http://www.tecnoscienza.net/index.php/tsj/article/download/160/113,"Abstract : Open science is a form of knowledge production that relies on the open sharing of information through digital media. In this article I wonder which scientists’ cultural elements sustain new open science practices. Against the celebrations of the revival of a 20th century Mertonian ethos of disinterest, I suggest that an ethos of openness can include justifications related to sharing as well as features such as anti-bureaucracy rebellion, hedonism and search for profit. It is a recombination of the modern scientist’s ethos with cultural systems related to hacking and information technologies. To show this emergence and thus the importance of hacker cultures for contemporary societies, I studied the public images related to the establishing of two open access genetic databases, and in particular the two biologists who lead those projects: Ilaria Capua and Craig Venter. This recombination maintains an ambivalence: while both cases are geared against today’s incumbents’ concentration of power, the justificatory system they have in common does not exclude entrepreneurship and profit. Keywords : open science; public communication of science; cultural studies; digital media; justificatory regimes.",620826715,Alessandro Delfanti
2766188403; 1899738870,Timothy M. Markman; Maurie Markman,1; 2,2; 602,open data; open science; anesthesiology; medicine; pharmacology; toxicity,7711; 3499; 12674; 24337520; 525666; 144409,26234; 12541; 81034; 212406322; 6397068; 2112237,F1000Research,f1000research,2785094630,21076,10.12688/f1000research.12598.1,,2755217574.0,,Cardio-Oncology: mechanisms of cardiovascular toxicity,2018,2018-01-25T00:00:00.0000000,,0,0,0,https://f1000research.com/articles/7-113/v1,,2766188403; 1899738870,Timothy M. Markman; Maurie Markman
2626229091; 2720011442; 2107265928,Talita Stelling de Araujo; Nuria Cirauqui; Marcius S. Almeida,1; 2; 3,3; 1; 30,computational biology; neuroscience; anesthesiology; open data; medicine; open science,86756; 426088; 12674; 7711; 24337520; 3499,696302; 12116479; 81034; 26234; 212406322; 12541,F1000Research,f1000research,2625192089,21906,10.7490/f1000research.1113954.1,,2755217574.0,,Determination of three-dimensional structure of protein Two hybrid associated protein 1 with RanBPM (Twa1) in solution by NMR,2017,2017-04-20T00:00:00.0000000,,0,0,0,https://f1000research.com/posters/6-523,,2626229091; 2720011442; 2107265928,Talita Stelling de Araujo; Nuria Cirauqui; Marcius S. Almeida
2398369804; 2780408443; 2778964160; 2786082615; 2398326759; 2405895527; 2401687928; 1363320286; 2776546457; 2395856797,Mallory C. Kidwell; Marie Hellmann; Alexander A. Aarts; Brian A. Nosek; Lina-Sophia Falkenberg; Agnieszka Slowik; Sarah Piechowski; Martin Voracek; Lili Lazarevic; Carina Sonnleitner,1; 8; 2; 4; 7; 3; 10; 9; 6; 5,11; 1; 1; 1; 3; 4; 3; 312; 6; 4,internet privacy; open science; engineering; open data,264026; 3499; 15593754; 7711,1147467; 12541; 46053911; 26234,,,2775986752,22121,10.17605/OSF.IO/IPKEA,,,,The Effect of Badges on Availability of Data and Materials,2015,2015-05-21T00:00:00.0000000,Open Science Framework,0,0,0,https://osf.io/ipkea/#!,,2398369804; 2401687928; 2778964160; 2405895527; 2786082615; 2395856797; 2776546457; 2398326759; 2780408443; 1363320286,Mallory C. Kidwell; Sarah Piechowski; Alexander A. Aarts; Agnieszka Slowik; Brian A. Nosek; Carina Sonnleitner; Lili Lazarevic; Lina-Sophia Falkenberg; Marie Hellmann; Martin Voracek
2724456040,D.K.W. van Miert,1,15,open science; sociology; social environment; republic of letters; library history; knowledge commons; literature; cultural history; the republic,3499; 3920944; 86899; 476; 1986; 245; 1201521; 16092; 29067,12541; 17729584; 2045694; 1148; 2317; 1893; 1847429; 77143; 47237,Quaerendo,quaerendo,2562493109,24942,10.1163/15700690-12341355,,40714092.0,,A Conceptual Approach to Library History: Towards a History of Open Science,2016,2016-12-01T00:00:00.0000000,Brill,0,0,0,https://www.narcis.nl/publication/RecordID/oai%3Adspace.library.uu.nl%3A1874%2F344064; https://dspace.library.uu.nl/handle/1874/344064; http://booksandjournals.brillonline.com/content/journals/10.1163/15700690-12341355,"This article argues that Library History ought to be guided by well-contextualized questions of cultural history. It proposes one such question: that which asks after the ways in which repositories of knowledge were created, organized and used in the past. The examples that are discussed in this article suggest that within the social context of the Republic of Letters an ideal of sharing knowledge was developed, which informed later, eighteenth-century, attempts at making repositories and libraries widely available. Modern ideals of collecting and sharing knowledge are not as new as they would appear to be. This is to say that the ideal of ‘Open Science’ has a history.",2724456040,D.K.W. van Miert
2694850380,Catriona MacCallum,1,1,publishing; computer science; open science; computational biology,272751; 9965937; 3499; 86756,471219; 67146656; 12541; 696302,,,2492254135,25147,10.1603/ICE.2016.95521,Conference,,,Open Science: A publishing perspective from PLOS,2016,2016-01-01T00:00:00.0000000,,0,0,0,https://esa.confex.com/esa/ice2016/meetingapp.cgi/Paper/95521,,2694850380,Catriona MacCallum
2627671804,Lambert Heller,1,1,library science; german; collaborative writing; engineering; open science; information system; science technology and society,986947; 186841; 2844; 15593754; 3499; 245246; 121972,839923; 665867; 23115; 46053911; 12541; 1981683; 338565,,,2140198383,25110,10.5282/o-bib/2015H3S29-36,,,,Neue Aufgaben für wissenschaftliche Bibliotheken: Das Beispiel Open Science Lab,2015,2015-10-13T00:00:00.0000000,,0,0,0,https://www.o-bib.de/article/view/2015H3S29-/2894; https://www.o-bib.de/article/download/2015H3S29-/2894,"Vor dem Hintergrund des Aufkommens vieler neuer digitaler Werkzeuge und Methoden zur Unterstutzung des wissenschaftlichen Arbeitens wird seit etwa funf Jahren unter wissenschaftlichen Bibliothekaren in Deutschland immer haufiger uber Innovationsmanagement diskutiert. Wie lassen sich relevante Trends und Herausforderungen rechtzeitig erkennen und mit den begrenzten Ressourcen einer Einrichtung des offentlichen Dienstes adaquat aufgreifen, bis hin zu einer Veranderung der Bibliotheksstrategie? Der Beitrag behandelt das Modell des an der Technischen Informationsbibliothek Hannover (TIB) 2013 ins Leben gerufenen Open Science Lab. Unter Leitung des Autors werden Trends beobachtet und aufgegriffen, um in enger Zusammenarbeit mit Wissenschaftlern und Wissenschaftlerinnen neue digitale Werkzeuge und Methoden zu erproben, eine neue Informationspraxis zu kultivieren und daraus Innovationen fur das Dienste-Spektrum der Bibliothek abzuleiten. Dies wird beispielhaft anhand der beiden Schwerpunktthemen kollaboratives Schreiben sowie linked-data-basierte Forschungsinformationssysteme (FIS) geschildert und diskutiert. Given the rise of many new digital tools and methods for supporting scientific work, the last five years have seen a lot of discussion amongst German academic librarians about innovation management. How can we discover relevant trends and challenges in time and respond to them adequately up to the point of changing whole library strategies, despite the limited resources of a public sector institution? The paper presents the model of the Open Science Lab which was set up at the German National Library of Science and Technology (TIB Hannover) in 2013. Under the direction of the author and in close collaboration with scientific communities, the lab group keeps track of trends and selects some of them in order to try out new tools and methods. The ultimate aim is to cultivate new information practices and develop new, innovative library services. The examples discussed in the paper are a project on collaborative writing and the development of current research information systems (CRIS) based on linked data.",2627671804,Lambert Heller
